Inventory,Source Row,Source Equipment Name,Display Equipment Name,Source Sequence,Source Reference,Tracking Model,Quantity,Normalized Category,Internal Asset Code,Manufacturer Serial,Current Nerve Asset ID,Current Nerve Asset Tag,Current Scope,Proposed Scope,Reconciliation Status,Review Flag,Notes
PID,134,AKG P170 Condenser mic,AKG P170 Condenser mic 1,1,,SERIALIZED,,Microphone / Wireless Audio,PID-0047,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,135,AKG P170 Condenser mic,AKG P170 Condenser mic 2,2,,SERIALIZED,,Microphone / Wireless Audio,PID-0048,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,136,Mixpre-6II,Mixpre-6II 1,1,,SERIALIZED,,Audio Recorder,PID-0049,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,137,AHUJA UTP-30 mic,AHUJA UTP-30 mic 1,1,,SERIALIZED,,Microphone / Wireless Audio,PID-0050,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,138,AHUJA UTP-30 mic,AHUJA UTP-30 mic 2,2,,SERIALIZED,,Microphone / Wireless Audio,PID-0051,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,139,snoot,snoot 1,1,,REQUIRES_REVIEW,,Light Modifier,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,140,light meter big,light meter big 1,1,,SERIALIZED,,Light Meter,PID-0052,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,141,light meter small,light meter small 1,1,,SERIALIZED,,Light Meter,PID-0053,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,142,Shure SM57 mic,Shure SM57 mic 1,1,,SERIALIZED,,Microphone / Wireless Audio,PID-0054,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,143,Shure SM57 mic,Shure SM57 mic 2,2,,SERIALIZED,,Microphone / Wireless Audio,PID-0055,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,144,Shure SM58 mic,Shure SM58 mic 1,1,,SERIALIZED,,Microphone / Wireless Audio,PID-0056,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,145,Shure SM58 mic,Shure SM58 mic 2,2,,SERIALIZED,,Microphone / Wireless Audio,PID-0057,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,146,sennhesier XS wireless Digital,sennhesier XS wireless Digital 1,1,,SERIALIZED,,Microphone / Wireless Audio,PID-0058,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,147,sennhesier XS wireless Digital,sennhesier XS wireless Digital 2,2,,SERIALIZED,,Microphone / Wireless Audio,PID-0059,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,148,sennhesier MKH 416 boom mic,sennhesier MKH 416 boom mic 1,1,,SERIALIZED,,Microphone / Wireless Audio,PID-0060,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,149,sennhesier MKH 416 boom mic,sennhesier MKH 416 boom mic 2,2,,SERIALIZED,,Microphone / Wireless Audio,PID-0061,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,150,NTG 4,NTG 4 1,1,,SERIALIZED,,Microphone / Wireless Audio,PID-0062,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,151,NTG 4,NTG 4 2,2,,SERIALIZED,,Microphone / Wireless Audio,PID-0063,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,152,NTG 2,NTG 2 1,1,,SERIALIZED,,Microphone / Wireless Audio,PID-0064,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,153,NTG 2,NTG 2 2,2,,SERIALIZED,,Microphone / Wireless Audio,PID-0065,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,154,Wacom digital display,Wacom digital display 1,1,,SERIALIZED,,Graphics Tablet,PID-0066,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,155,Wacom digital display,Wacom digital display 2,2,,SERIALIZED,,Graphics Tablet,PID-0067,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,156,Wacom digital display,Wacom digital display 3,3,,SERIALIZED,,Graphics Tablet,PID-0068,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,157,Wacom digital display,Wacom digital display 4,4,,SERIALIZED,,Graphics Tablet,PID-0069,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,158,Wacom digital display,Wacom digital display 5,5,,SERIALIZED,,Graphics Tablet,PID-0070,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,159,Wacom Intuos digital pad,Wacom Intuos digital pad 1,1,,SERIALIZED,,Graphics Tablet,PID-0071,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,160,Wacom Intuos digital pad,Wacom Intuos digital pad 2,2,,SERIALIZED,,Graphics Tablet,PID-0072,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,161,Wacom Intuos digital pad,Wacom Intuos digital pad 3,3,,SERIALIZED,,Graphics Tablet,PID-0073,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,162,Wacom Intuos digital pad,Wacom Intuos digital pad 4,4,,SERIALIZED,,Graphics Tablet,PID-0074,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,163,Wacom Intuos digital pad,Wacom Intuos digital pad 5,5,,SERIALIZED,,Graphics Tablet,PID-0075,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,164,Wacom Intuos digital pad,Wacom Intuos digital pad 6,6,,SERIALIZED,,Graphics Tablet,PID-0076,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,165,Wacom Intuos digital pad,Wacom Intuos digital pad 7,7,,SERIALIZED,,Graphics Tablet,PID-0077,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,166,Wacom Intuos digital pad,Wacom Intuos digital pad 8,8,,SERIALIZED,,Graphics Tablet,PID-0078,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,167,Wacom Intuos digital pad,Wacom Intuos digital pad 9,9,,SERIALIZED,,Graphics Tablet,PID-0079,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,168,Wacom Intuos digital pad,Wacom Intuos digital pad 10,10,,SERIALIZED,,Graphics Tablet,PID-0080,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,169,G4 + 2 MX XLR to AUX,G4 + 2 MX XLR to AUX 1,1,,REQUIRES_REVIEW,,Cable / Adapter,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,170,G4 + 2 MX XLR to AUX,G4 + 2 MX XLR to AUX 2,2,,REQUIRES_REVIEW,,Cable / Adapter,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,171,G4 + 2 MX XLR to AUX,G4 + 2 MX XLR to AUX 3,3,,REQUIRES_REVIEW,,Cable / Adapter,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,172,G4 + 2 MX XLR to AUX,G4 + 2 MX XLR to AUX 4,4,,REQUIRES_REVIEW,,Cable / Adapter,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,173,"Cloths (2 green,1 black , 2 white)","Cloths (2 green,1 black , 2 white) 1",1,,REQUIRES_REVIEW,,Cloth / Backdrop,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,174,"Cloths (2 green,1 black , 2 white)","Cloths (2 green,1 black , 2 white) 2",2,,REQUIRES_REVIEW,,Cloth / Backdrop,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,175,"Cloths (2 green,1 black , 2 white)","Cloths (2 green,1 black , 2 white) 3",3,,REQUIRES_REVIEW,,Cloth / Backdrop,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,176,"Cloths (2 green,1 black , 2 white)","Cloths (2 green,1 black , 2 white) 4",4,,REQUIRES_REVIEW,,Cloth / Backdrop,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,177,"Cloths (2 green,1 black , 2 white)","Cloths (2 green,1 black , 2 white) 5",5,,REQUIRES_REVIEW,,Cloth / Backdrop,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,178,big camera bag,big camera bag 1,1,,REQUIRES_REVIEW,,Bag,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,179,big camera bag,big camera bag 2,2,,REQUIRES_REVIEW,,Bag,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,180,big camera bag,big camera bag 3,3,,REQUIRES_REVIEW,,Bag,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,181,big camera bag,big camera bag 4,4,,REQUIRES_REVIEW,,Bag,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,182,big camera bag,big camera bag 5,5,,REQUIRES_REVIEW,,Bag,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,183,big camera bag,big camera bag 6,6,,REQUIRES_REVIEW,,Bag,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,184,big camera bag,big camera bag 7,7,,REQUIRES_REVIEW,,Bag,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,185,sony alpha camera bag,sony alpha camera bag 1,1,,REQUIRES_REVIEW,,Bag,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,186,sony alpha camera bag,sony alpha camera bag 2,2,,REQUIRES_REVIEW,,Bag,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,187,sony small bag,sony small bag 1,1,,REQUIRES_REVIEW,,Bag,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,188,sony small bag,sony small bag 2,2,,REQUIRES_REVIEW,,Bag,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,189,sony small bag,sony small bag 3,3,,REQUIRES_REVIEW,,Bag,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,190,sony small bag,sony small bag 4,4,,REQUIRES_REVIEW,,Bag,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,191,canon camera bag,canon camera bag 1,1,,REQUIRES_REVIEW,,Bag,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,192,canon camera bag,canon camera bag 2,2,,REQUIRES_REVIEW,,Bag,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,193,canon camera bag,canon camera bag 3,3,,REQUIRES_REVIEW,,Bag,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,194,canon camera bag,canon camera bag 4,4,,REQUIRES_REVIEW,,Bag,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,195,canon camera bag,canon camera bag 5,5,,REQUIRES_REVIEW,,Bag,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,196,Canon 200DII,Canon 200DII 1,1,,SERIALIZED,,Camera Body,PID-0081,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,197,Canon 200DII,Canon 200DII 2,2,,SERIALIZED,,Camera Body,PID-0082,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,198,Canon 200DII,Canon 200DII 3,3,,SERIALIZED,,Camera Body,PID-0083,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,199,Canon 200DII,Canon 200DII 4,4,,SERIALIZED,,Camera Body,PID-0084,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,200,Canon 200DII,Canon 200DII 5,5,,SERIALIZED,,Camera Body,PID-0085,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,201,Canon 1500DII,Canon 1500DII 1,1,,SERIALIZED,,Camera Body,PID-0086,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,202,Canon 1500DII,Canon 1500DII 2,2,,SERIALIZED,,Camera Body,PID-0087,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,203,Canon 1500DII,Canon 1500DII 3,3,,SERIALIZED,,Camera Body,PID-0088,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,204,Canon 1500DII,Canon 1500DII 4,4,,SERIALIZED,,Camera Body,PID-0089,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,205,Canon 700D,Canon 700D 1,1,,SERIALIZED,,Camera Body,PID-0090,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,206,Canon lens 55-250 mm,Canon lens 55-250 mm 1,1,,SERIALIZED,,Lens,PID-0091,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,207,Canon lens 55-250 mm,Canon lens 55-250 mm 2,2,,SERIALIZED,,Lens,PID-0092,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,208,Canon lens 55-250 mm,Canon lens 55-250 mm 3,3,,SERIALIZED,,Lens,PID-0093,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,209,Canon lens 55-250 mm,Canon lens 55-250 mm 4,4,,SERIALIZED,,Lens,PID-0094,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,210,Canon lens 55-250 mm,Canon lens 55-250 mm 5,5,,SERIALIZED,,Lens,PID-0095,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,211,Canon lens 55-250 mm,Canon lens 55-250 mm 6,6,,SERIALIZED,,Lens,PID-0096,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,212,Canon lens 55-250 mm,Canon lens 55-250 mm 7,7,,SERIALIZED,,Lens,PID-0097,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,213,Canon lens macro 35 mm,Canon lens macro 35 mm 1,1,,SERIALIZED,,Lens,PID-0098,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,214,Canon lens macro 10-18 mm,Canon lens macro 10-18 mm 1,1,,SERIALIZED,,Lens,PID-0099,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,215,Canon lens 50 mm,Canon lens 50 mm 1,1,,SERIALIZED,,Lens,PID-0100,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,216,Canon lens macro 100 mm,Canon lens macro 100 mm 1,1,,SERIALIZED,,Lens,PID-0101,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,217,Canon lens 18-55 mm,Canon lens 18-55 mm 1,1,,SERIALIZED,,Lens,PID-0102,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,218,Canon lens 18-55 mm,Canon lens 18-55 mm 2,2,,SERIALIZED,,Lens,PID-0103,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,219,Canon lens 18-55 mm,Canon lens 18-55 mm 3,3,,SERIALIZED,,Lens,PID-0104,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,220,Canon lens 18-55 mm,Canon lens 18-55 mm 4,4,,SERIALIZED,,Lens,PID-0105,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,221,Canon lens 18-55 mm,Canon lens 18-55 mm 5,5,,SERIALIZED,,Lens,PID-0106,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,222,Canon lens 18-55 mm,Canon lens 18-55 mm 6,6,,SERIALIZED,,Lens,PID-0107,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,223,Canon lens 18-55 mm,Canon lens 18-55 mm 7,7,,SERIALIZED,,Lens,PID-0108,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,224,Canon lens 18-55 mm,Canon lens 18-55 mm 8,8,,SERIALIZED,,Lens,PID-0109,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,225,Canon lens 18-55 mm,Canon lens 18-55 mm 9,9,,SERIALIZED,,Lens,PID-0110,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,226,Canon lens 18-55 mm,Canon lens 18-55 mm 10,10,,SERIALIZED,,Lens,PID-0111,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,227,Canon lens 18-55 mm,Canon lens 18-55 mm 11,11,,SERIALIZED,,Lens,PID-0112,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,228,Canon 200d charger,Canon 200d charger 1,1,,REQUIRES_REVIEW,,Charger,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,229,Canon 200d charger,Canon 200d charger 2,2,,REQUIRES_REVIEW,,Charger,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,230,Canon 200d charger,Canon 200d charger 3,3,,REQUIRES_REVIEW,,Charger,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,231,Canon 200d charger,Canon 200d charger 4,4,,REQUIRES_REVIEW,,Charger,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,232,Canon 200d charger,Canon 200d charger 5,5,,REQUIRES_REVIEW,,Charger,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,233,Canon 1500DII charger,Canon 1500DII charger 1,1,,REQUIRES_REVIEW,,Charger,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,234,Canon 1500DII charger,Canon 1500DII charger 2,2,,REQUIRES_REVIEW,,Charger,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,235,Canon 1500DII charger,Canon 1500DII charger 3,3,,REQUIRES_REVIEW,,Charger,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,236,Canon 1500DII charger,Canon 1500DII charger 4,4,,REQUIRES_REVIEW,,Charger,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,237,Canon 1500DII charger,Canon 1500DII charger 5,5,,REQUIRES_REVIEW,,Charger,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,238,Canon 700D charger,Canon 700D charger 1,1,,REQUIRES_REVIEW,,Charger,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,239,Canon 700D charger,Canon 700D charger 2,2,,REQUIRES_REVIEW,,Charger,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,240,boom rod,boom rod 1,1,,SERIALIZED,,Tripod / Support,PID-0113,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,241,boom rod,boom rod 2,2,,SERIALIZED,,Tripod / Support,PID-0114,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,242,boom rod,boom rod 3,3,,SERIALIZED,,Tripod / Support,PID-0115,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,243,boom rod,boom rod 4,4,,SERIALIZED,,Tripod / Support,PID-0116,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,244,boom rod,boom rod 5,5,,SERIALIZED,,Tripod / Support,PID-0117,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,245,digitek tripod small,digitek tripod small 1,1,,SERIALIZED,,Tripod / Support,PID-0118,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,246,digitek tripod small,digitek tripod small 2,2,,SERIALIZED,,Tripod / Support,PID-0119,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,247,e-image tripod,e-image tripod 1,1,,SERIALIZED,,Tripod / Support,PID-0120,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,248,Manfrotto tripod,Manfrotto tripod 1,1,,SERIALIZED,,Tripod / Support,PID-0121,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,249,shoulder rig,shoulder rig 1,1,,SERIALIZED,,Tripod / Support,PID-0122,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,250,camera slider kit big,camera slider kit big 1,1,,SERIALIZED,,Tripod / Support,PID-0123,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,251,camera slider kit small,camera slider kit small 1,1,,SERIALIZED,,Tripod / Support,PID-0124,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,252,Rechargeable cell,Rechargeable cell,,1 to 29,POOLED,29,Battery / Cell,PID-0125,,,,,PID,NEW,QUANTITY RANGE IN SOURCE (1 to 29) — not exploded into individual assets,no existing Nerve asset resembles this name
PID,253,cell charger,cell charger 1,1,,REQUIRES_REVIEW,,Charger,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,254,cell charger,cell charger 2,2,,REQUIRES_REVIEW,,Charger,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,255,cell charger,cell charger 3,3,,REQUIRES_REVIEW,,Charger,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,256,sennhesier headphone,sennhesier headphone 1,1,,SERIALIZED,,Headphone,PID-0126,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,257,sennhesier headphone,sennhesier headphone 2,2,,SERIALIZED,,Headphone,PID-0127,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,258,sennhesier headphone,sennhesier headphone 3,3,,SERIALIZED,,Headphone,PID-0128,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,259,sennhesier headphone,sennhesier headphone 4,4,,SERIALIZED,,Headphone,PID-0129,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,260,sennhesier headphone,sennhesier headphone 5,5,,SERIALIZED,,Headphone,PID-0130,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,261,sennhesier headphone,sennhesier headphone 6,6,,SERIALIZED,,Headphone,PID-0131,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,262,sennhesier headphone,sennhesier headphone 7,7,,SERIALIZED,,Headphone,PID-0132,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,263,sennhesier headphone,sennhesier headphone 8,8,,SERIALIZED,,Headphone,PID-0133,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,264,sennhesier headphone,sennhesier headphone 9,9,,SERIALIZED,,Headphone,PID-0134,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,265,sennhesier headphone,sennhesier headphone 10,10,,SERIALIZED,,Headphone,PID-0135,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,266,sennhesier headphone,sennhesier headphone 11,11,,SERIALIZED,,Headphone,PID-0136,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,267,Sony ZV-e10 m2,Sony ZV-e10 m2 1,1,,SERIALIZED,,Camera Body,PID-0137,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,268,Sony ZV-e10 m3,Sony ZV-e10 m3 2,2,,SERIALIZED,,Camera Body,PID-0138,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,269,Sony ZV-e10 m4,Sony ZV-e10 m4 3,3,,SERIALIZED,,Camera Body,PID-0139,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,270,Sony ZV-e10 m5,Sony ZV-e10 m5 4,4,,SERIALIZED,,Camera Body,PID-0140,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,271,Sony ɑ 6400,Sony ɑ 6400 1,1,,SERIALIZED,,Camera Body,PID-0141,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,272,Sony ɑ M3,Sony ɑ M3 1,1,,SERIALIZED,,Camera Body,PID-0142,,1 | 2,EQ-CAM-001 | EQ-CAM-002,LEGACY / UNSCOPED,PID,DUPLICATE_RISK,DUPLICATE RISK — do not import until the unit is identified,"same category (Camera Body), same brand (sony) and same numbers (3); 2 existing assets fit — which physical unit this row is cannot be told from the source"
PID,273,Sony C2,Sony C2 1,1,,SERIALIZED,,Camera Body,PID-0143,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,274,Sony battery,Sony battery 1,1,,REQUIRES_REVIEW,,Battery / Cell,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,275,Sony battery,Sony battery 2,2,,REQUIRES_REVIEW,,Battery / Cell,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,276,Sony battery,Sony battery 3,3,,REQUIRES_REVIEW,,Battery / Cell,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,277,Sony battery,Sony battery 4,4,,REQUIRES_REVIEW,,Battery / Cell,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,278,Sony battery,Sony battery 5,5,,REQUIRES_REVIEW,,Battery / Cell,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,279,Sony battery,Sony battery 6,6,,REQUIRES_REVIEW,,Battery / Cell,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,280,Sony battery,Sony battery 7,7,,REQUIRES_REVIEW,,Battery / Cell,,,,,,PID,NEW,CONSUMABLE/ACCESSORY FAMILY — serialized or stock is a human decision,no existing Nerve asset resembles this name
PID,281,Sony lens 70-200 mm,Sony lens 70-200 mm 1,1,,SERIALIZED,,Lens,PID-0144,,9,EQ-LEN-002,LEGACY / UNSCOPED,PID,POSSIBLE_MATCH,POSSIBLE MATCH — confirm before import or a duplicate is created,"same category (Lens), same brand (sony) and same numbers (70, 200); no manufacturer serial on the source side, so identity is unconfirmed"
PID,282,Sony 18-105 mm,Sony 18-105 mm 1,1,,SERIALIZED,,Lens,PID-0145,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,283,Sony 50 mm crop senser,Sony 50 mm crop senser 1,1,,SERIALIZED,,Lens,PID-0146,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,284,Sony 28 - 135 mm,Sony 28 - 135 mm 1,1,,SERIALIZED,,Lens,PID-0147,,,,,PID,NEW,,no existing Nerve asset resembles this name
PID,285,Sony 50 mm,Sony 50 mm 1,1,,SERIALIZED,,Lens,PID-0148,,,,,PID,NEW,,no existing Nerve asset resembles this name
